# The trajectory data. The first column presents time in seconds,
# the second column is the coordinate in meters.
0.1	12.919408189548824
0.2	11.811362131879601
0.3	10.56620270844508
0.4	13.878253129175981
0.5	10.38921789142907
0.6	11.851994187979422
0.7	10.344112544051523
0.8	15.47960950327764
0.9	9.197423099132573
1.0	14.714941963307087
1.1	16.287972246511796
1.2	8.533144178070074
1.3	9.01629964003562
1.4	17.533320451698334
1.5	14.497364221708404
1.6	17.1529665495802
1.7	18.169757574113007
1.8	18.48338330345646
1.9	17.730822289644372
2.0	16.62174650819778
2.1	23.266560050566397
2.2	19.00629942884988
2.3	21.338853608945463
2.4	22.663430847512878
2.5	21.237321708486782
2.6	23.183080820252236
2.7	21.078557928608692
2.8	24.37380981141166
2.9	22.73551580537567
3.0	25.1980119985134
3.1	26.59715929398705
3.2	30.178066638283966
3.3	27.78661539459535
3.4	36.946205072185684
3.5	36.018993449975056
3.6	39.992095002502595
3.7	32.802931485669866
3.8	40.260152755059316
3.9	44.424498814504375
4.0	42.59601292617437
4.1	41.9092020980909
4.2	49.76538155024127
4.3	49.4985688132128
4.4	47.97555803029614
4.5	50.346324172365584
4.6	55.480463039339035
4.7	49.68443275304472
4.8	52.80360168886702
4.9	56.47134393063932
5.0	55.35424323508248
